Name,Pillar (auto),Discipline,Line,Importance,Level,Keystone,Related To,Regressions,Progressions,Also Appears In,Variant Of,Session Role,Notes,,,,,,,,,,,,,,
Long Lunge - Pulses,Mobility,Hip & Leg Mobility,Front Split Line,3,4,FALSE,,,,,Long Lunge - Hold,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Long Lunge - Contract and Relax,Mobility,Hip & Leg Mobility,Front Split Line,3,5,FALSE,,,,,Long Lunge - Hold,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Front Splits,Mobility,Hip & Leg Mobility,Front Split Line,1,8,TRUE,,,,,,,Default Front Splits is passive.,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Front Splits - Active,Mobility,Hip & Leg Mobility,Front Split Line,1,9,FALSE,,,,,Front Splits,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Front Splits - Sliders,Mobility,Hip & Leg Mobility,Front Split Line,1,6,FALSE,,,,,Front Splits,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Front Splits - Knee Lift Contract and Relax,Mobility,Hip & Leg Mobility,Front Split Line,1,7,FALSE,,,,,Front Splits,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Front Splits - Over,Mobility,Hip & Leg Mobility,Front Split Line,3,10,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Dancers Pose,Mobility,Hip & Leg Mobility,Front Split Line,3,5,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Kneeling Runners Stretch,Mobility,Hip & Leg Mobility,Front Split Line,3,2,FALSE,,,,,,,Kneeling in a lunge then twist back and grab rear foot and lift it to enter quad/hip flexor stretch,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Thomas Stretch,Mobility,Hip & Leg Mobility,Front Split Line,3,3,FALSE,,,,,,,Like the thomas test in massage,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Diagonal Stretch,Mobility,Hip & Leg Mobility,Middle Split Line,2,3,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Couch Stretch - Twisted,Mobility,Hip & Leg Mobility,Front Split Line,3,5,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Leg Lifts - Straddle,Mobility,Hip & Leg Mobility,Middle Split Line,3,4,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Leg Lifts - Hold,Mobility,Hip & Leg Mobility,Front Split Line,3,4,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Leg Lifts - Circle,Mobility,Hip & Leg Mobility,Hip Rotation,3,4,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Single Leg Lifts,Mobility,Hip & Leg Mobility,Front Split Line,3,4,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pike Leg Lifts,Mobility,Hip & Leg Mobility,Front Split Line,3,5,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Butterfly,Mobility,Hip & Leg Mobility,Middle Split Line,2,2,FALSE,,,,,,,Default butterfly is unweighted.,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Butterfly - Weighted,Mobility,Hip & Leg Mobility,Middle Split Line,2,4,FALSE,,,,,Butterfly,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Butterfly - Partner,Mobility,Hip & Leg Mobility,Middle Split Line,2,3,FALSE,,,,,Butterfly,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Copenhagen,Mobility,Hip & Leg Mobility,Middle Split Line,3,6,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
90/90,Mobility,Hip & Leg Mobility,Hip Rotation,3,2,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pigeon Stretch,Mobility,Hip & Leg Mobility,Hip Rotation,2,3,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pigeon Stretch - Box,Mobility,Hip & Leg Mobility,Hip Rotation,2,2,FALSE,,,,,Pigeon Stretch,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Hurdler Stretch,Mobility,Hip & Leg Mobility,Front Split Line,3,3,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Horse Stance,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,2,3,FALSE,,,,Hip & Leg Mobility - Middle Split Line,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Horse Stance - Squats,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,2,4,FALSE,,,,Hip & Leg Mobility - Middle Split Line,Horse Stance,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Pancake,Mobility,Hip & Leg Mobility,Middle Split Line,1,7,TRUE,,,,,,,Default Pancake is passive.,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pancake - Elevated,Mobility,Hip & Leg Mobility,Middle Split Line,1,5,FALSE,,,,,Pancake,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pancake - Partner,Mobility,Hip & Leg Mobility,Middle Split Line,1,6,FALSE,,,,,Pancake,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pancake - Weighted,Mobility,Hip & Leg Mobility,Middle Split Line,1,7,FALSE,,,,,Pancake,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Pancake - Dynamic,Mobility,Hip & Leg Mobility,Middle Split Line,1,6,FALSE,,,,,Pancake,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Side Pancake - Weighted,Mobility,Hip & Leg Mobility,Middle Split Line,3,7,FALSE,,,,,Pancake,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Frog Stretch,Mobility,Hip & Leg Mobility,Middle Split Line,2,3,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Frog - Internal Lifts,Mobility,Hip & Leg Mobility,Middle Split Line,2,5,FALSE,,,,,Frog Stretch ,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Middle Splits,Mobility,Hip & Leg Mobility,Middle Split Line,1,9,TRUE,,,,,,,Default Middle Split is passive.,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Middle Splits - Active,Mobility,Hip & Leg Mobility,Middle Split Line,1,10,FALSE,,,,,Middle Splits,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Middle Splits - Sliding,Mobility,Hip & Leg Mobility,Middle Split Line,1,7,FALSE,,,,,Middle Splits,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Middle Splits - Contract and Relax,Mobility,Hip & Leg Mobility,Middle Split Line,1,8,FALSE,,,,,Middle Splits,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Half Frog - Slides,Mobility,Hip & Leg Mobility,Middle Split Line,3,4,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
Dragon Lifts,Mobility,Hip & Leg Mobility,Front Split Line,3,6,FALSE,,,,,,,,,,,,,,,Front Split Line,Middle Split Line,Hip Rotation,Squat Position,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Foam Roller Opener - Dumbbell,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,2,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Foam Roller Opener - Stall Bars,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,2,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Lying Chest Stretch,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,1,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Overhead Partner Push,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,4,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Standing Chest Stretch,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,1,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Dumbbell Lower Trap Raise,Mobility,Shoulder & Thoracic Mobility,Scapular Control,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Cuban Rotation,Mobility,Shoulder & Thoracic Mobility,Shoulder Rotation,3,4,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Dumbbell Internal / External Rotation,Mobility,Shoulder & Thoracic Mobility,Shoulder Rotation,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Table Top Lifts,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,4,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Table Top Hold,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Dumbbell Flyes,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Standing Lat Stretch,Mobility,Shoulder & Thoracic Mobility,Lat & Side Body,3,1,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Squat Lat Stretch,Mobility,Shoulder & Thoracic Mobility,Lat & Side Body,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Mermaid Stretch,Mobility,Shoulder & Thoracic Mobility,Lat & Side Body,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Thread the Needle,Mobility,Shoulder & Thoracic Mobility,Chest & Thoracic Opening,3,2,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
Bow and Arrow - Partner,Mobility,Shoulder & Thoracic Mobility,Shoulder Rotation,3,3,FALSE,,,,,,,,,,,,,,,Scapular Control,Shoulder Rotation,Chest & Thoracic Opening,Lat & Side Body,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Cobra Peel,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,1,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Standing Arch,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,2,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Yoga Wheel Opener,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,2,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Thoracic Bridge,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,3,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Bridge,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,4,TRUE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Bridge Pulses,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,4,FALSE,,,,,Bridge,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Arching Around the Stick,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,3,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Puppy Pose,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,1,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Reach Back,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,2,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
Touch Downs,Mobility,Spinal Mobility,Spinal Extension & Bridging,3,2,FALSE,,,,,,,,,,,,,,,Spinal Extension & Bridging,Spinal Waves,,,,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Planche - Full,Strength & Capacity,Straight Arm Strength,Planche Line,2,10,TRUE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Tuck,Strength & Capacity,Straight Arm Strength,Planche Line,3,6,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Banded,Strength & Capacity,Straight Arm Strength,Planche Line,3,5,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche Push Up,Strength & Capacity,Straight Arm Strength,Planche Line,3,10,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Sliders,Strength & Capacity,Straight Arm Strength,Planche Line,3,6,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Walks,Strength & Capacity,Straight Arm Strength,Planche Line,3,7,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Straddle,Strength & Capacity,Straight Arm Strength,Planche Line,3,8,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Advanced Tuck,Strength & Capacity,Straight Arm Strength,Planche Line,3,7,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
Planche - Lean,Strength & Capacity,Straight Arm Strength,Planche Line,3,4,FALSE,,,,,,,,,,,,,,,Front Lever Line,Back Lever Line,Planche Line,Side Lever Line,Straight Arm Rotation,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Kettlebell Swing,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Swing - Squat,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,4,FALSE,,,,,Kettlebell Swing,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Swing - Single Arm,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,5,FALSE,,,,,Kettlebell Swing,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Thruster,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,5,FALSE,,,,Pressing Strength - Vertical Press,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Halo,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,2,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Around the World,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,3,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Around the World to Lunge,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,5,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Wood Chop,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,3,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Walking Lunge,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Deadlift,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Goblet Squat,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Clean,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,5,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Halo to Cossack Squat,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,5,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Overhead Press,Strength & Capacity,Pressing Strength,Vertical Press,3,3,FALSE,,,,,,,,,,,,,,,Horizontal Press,Dip Press,Vertical Press,Bent-Arm to Straight-Arm Press,Arms & Accessory,,
Kettlebell Turkish Get Up,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,7,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Farmers Carry,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Kettlebell Windmill,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,6,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Curl,Strength & Capacity,Pressing Strength,Arms & Accessory,3,2,FALSE,,,,,,,,,,,,,,,Horizontal Press,Dip Press,Vertical Press,Bent-Arm to Straight-Arm Press,Arms & Accessory,,
Kettlebell Russian Twist,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,3,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Drag,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,4,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Side Bend,Strength & Capacity,Core & Midline,Rotational & Loaded Core,3,2,FALSE,,,,,,,,,,,,,,,Hanging Core & Compression,Rotational & Loaded Core,Supine & Floor Core,,,,
Kettlebell Skull Crusher,Strength & Capacity,Pressing Strength,Arms & Accessory,3,3,FALSE,,,,,,,,,,,,,,,Horizontal Press,Dip Press,Vertical Press,Bent-Arm to Straight-Arm Press,Arms & Accessory,,
,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
Sumo Deadlift,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Walking Lunge - Weighted,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Split Squat,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Split Squat - Elevated Front Foot,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Split Squat - Elevated Back Foot,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,5,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Front Squat,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Back Squat,Strength & Capacity,Loaded Lower Body Strength,Bilateral Squat,3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Glute Bridge,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,1,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Sissy Reach Back,Strength & Capacity,Loaded Lower Body Strength,Anterior Chain (knee),3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Crouch Stance Shifts,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,2,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Crouch Stance Squat,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Glute Sliders,Strength & Capacity,Loaded Lower Body Strength,Hip Hinge,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
CSD,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,5,FALSE,,,,Loaded Lower Body Strength - Lateral / Mobility Squat,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Cossack Squat,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,2,5,TRUE,,,,Hip & Leg Mobility - Middle Split Line,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Cossack Squat - Squat Leg Elevated,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,6,FALSE,,,,Hip & Leg Mobility - Middle Split Line,Cossack Squat,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Cossack Squat - Straight Leg Elevated,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,7,FALSE,,,,Hip & Leg Mobility - Middle Split Line,Cossack Squat,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Cossack Squat - Shifts,Strength & Capacity,Loaded Lower Body Strength,Lateral / Mobility Squat,3,4,FALSE,,,,Hip & Leg Mobility - Middle Split Line,Cossack Squat,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Sissy Squat,Strength & Capacity,Loaded Lower Body Strength,Anterior Chain (knee),3,6,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Lunge,Strength & Capacity,Loaded Lower Body Strength,Single-Leg Squat & Lunge,3,2,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Nordic Curl,Strength & Capacity,Loaded Lower Body Strength,Posterior Chain (knee),3,7,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Reverse Nordic Curl,Strength & Capacity,Loaded Lower Body Strength,Anterior Chain (knee),3,4,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Calf Raise,Strength & Capacity,Loaded Lower Body Strength,Calf & Ankle,3,1,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
Calf Raise - KOT,Strength & Capacity,Loaded Lower Body Strength,Calf & Ankle,3,3,FALSE,,,,,,,,,,,,,,,Bilateral Squat,Single-Leg Squat & Lunge,Lateral / Mobility Squat,Hip Hinge,Posterior Chain (knee),Anterior Chain (knee),Calf & Ankle
